"";"Tipo";"pH";"Sulfatos";"Alcohol";"Tonalidad";"Calidad";"Precio"
"1390";"Tinto";3,1;0,53;9,7;"Azulado";5;3,44
"1392";"Tinto";3,37;0,58;11;"Rojo";5;4,86
"1393";"Tinto";3,17;0,48;9,8;"Azulado";5;2,51
"1394";"Tinto";3,3;0,48;10,2;"Granate";5;5,05
"1395";"Tinto";3,32;0,48;9,2;"Azulado";5;2,46
"1396";"Tinto";3,31;0,65;9,55;"Azulado";6;5,15
"1397";"Tinto";3,31;0,65;9,55;"Azulado";5;2,8
"1398";"Tinto";3,28;0,52;9,9;"Azulado";5;2,71
"1399";"Tinto";3,52;0,62;10,2;"Granate";7;4,77
"1400";"Tinto";3,42;0,72;11,1;"Rojo";6;4,48
"1401";"Tinto";3,25;0,51;9,9;"Azulado";5;2,75
"1402";"Tinto";3,25;0,51;9,9;"Azulado";5;2,86
"1403";"Tinto";3,44;0,82;11,9;"Rojo";6;5,28
"1404";"Tinto";3,23;1,1;10;"Granate";8;6,44
"1405";"Tinto";3,43;0,62;10,7;"Granate";6;3,38
"1406";"Tinto";3,28;0,9;11,3;"Rojo";7;5,67
"1407";"Tinto";3,22;0,94;10,9;"Granate";6;5,49
"1408";"Tinto";3,54;0,93;10,7;"Granate";6;3,45
"1410";"Tinto";3,54;0,93;10,7;"Granate";6;4,17
"1411";"Tinto";3,5;0,44;11,9;"Rojo";6;5,96
"1412";"Tinto";3,56;0,73;10,6;"Granate";6;4,22
"1413";"Tinto";3,22;0,94;10,9;"Granate";6;5,8
"1414";"Tinto";3,04;0,9;10,1;"Granate";5;4,6
"1415";"Tinto";3,2;0,78;9,6;"Azulado";5;3,23
"1416";"Tinto";3,56;0,84;9,4;"Azulado";5;3,36
"1417";"Tinto";3,2;0,78;9,6;"Azulado";5;3,16
"1419";"Tinto";3,16;0,46;9,8;"Azulado";5;3,34
"1420";"Tinto";3,27;0,45;9,9;"Azulado";5;2,89
"1421";"Tinto";3,16;0,46;9,8;"Azulado";5;2,33
"1422";"Tinto";3,34;0,58;9,4;"Azulado";5;2,86
"1423";"Tinto";3,39;0,84;11,4;"Rojo";6;5,15
"1424";"Tinto";3,5;0,67;11;"Rojo";4;2,25
"1425";"Tinto";3,26;0,7;9,6;"Azulado";6;4,07
"1426";"Tinto";3,26;0,7;9,6;"Azulado";6;3,09
"1428";"Tinto";3,3;0,58;11,2;"Rojo";5;3,26
"1429";"Tinto";3,31;0,63;11;"Rojo";5;3,98
"1430";"Tinto";3,33;0,93;11,3;"Rojo";5;3,61
"1431";"Tinto";3,37;0,62;10,4;"Granate";5;5,36
"1432";"Tinto";3,26;0,54;9,9;"Azulado";6;3,5
"1433";"Tinto";3,48;0,85;11,7;"Rojo";6;5,58
"1434";"Tinto";3,42;0,74;10,1;"Granate";7;4,64
"1435";"Tinto";3,18;0,77;9;"Azulado";6;5,22
"1436";"Tinto";3,18;0,77;9;"Azulado";6;3,6
"1437";"Tinto";3,15;0,65;8,5;"Azulado";5;3,38
"1438";"Tinto";3,53;0,54;11,1;"Rojo";5;5,4
"1439";"Tinto";3,41;0,47;10,3;"Granate";5;5,08
"1440";"Tinto";3,32;0,68;11,06666667;"Rojo";6;5,97
"1441";"Tinto";3,23;0,73;11,3;"Rojo";7;5,09
"1442";"Tinto";3,16;0,52;9,566666667;"Azulado";6;4,43
"1443";"Tinto";3,4;0,75;9,8;"Azulado";5;3,06
"1444";"Tinto";3,38;0,49;11,7;"Rojo";5;4,65
"1445";"Tinto";3,32;0,68;11,1;"Rojo";6;4,37
"1446";"Tinto";3,16;0,52;9,6;"Azulado";6;3,2
"1447";"Tinto";3,4;0,75;9,8;"Azulado";5;2,76
"1448";"Tinto";3,4;0,74;9,7;"Azulado";5;2,92
"1449";"Tinto";3,4;0,73;9,7;"Azulado";5;2,65
"1450";"Tinto";3,23;0,76;11,3;"Rojo";8;6,04
"1451";"Tinto";3,23;0,73;11,3;"Rojo";7;5,62
"1452";"Tinto";3,33;0,78;11;"Rojo";7;5,5
"1453";"Tinto";3,35;0,76;11,6;"Rojo";7;6,57
"1454";"Tinto";3,41;0,58;9;"Azulado";5;2,97
"1455";"Tinto";3,21;0,69;10,9;"Granate";6;5,91
"1456";"Tinto";3,5;0,63;10,9;"Granate";6;5,07
"1457";"Tinto";3,3;0,5;10,55;"Granate";6;3,21
"1458";"Tinto";3,41;0,58;9;"Azulado";5;2,29
"1459";"Tinto";3,39;0,6;10,5;"Granate";5;4,56
"1460";"Tinto";3,32;0,8;11,9;"Rojo";7;5,84
"1461";"Tinto";3,41;0,68;10,4;"Granate";6;3,65
"1462";"Tinto";3,59;0,61;10;"Granate";4;2,05
"1463";"Tinto";3,36;0,58;10,4;"Granate";6;5
"1464";"Tinto";3,34;0,53;10,8;"Granate";6;5,77
"1465";"Tinto";3,41;0,67;9,7;"Azulado";5;3,2
"1466";"Tinto";3,41;0,67;9,7;"Azulado";5;2,63
"1467";"Tinto";3,3;0,65;10;"Granate";7;5,63
"1468";"Tinto";3,52;0,57;11;"Rojo";4;3,37
"1469";"Tinto";3,3;0,65;10;"Granate";7;4,88
"1470";"Tinto";3,31;0,55;9,7;"Azulado";3;3,19
"1471";"Tinto";2,88;0,47;9,7;"Azulado";5;2,8
"1473";"Tinto";3,38;0,79;11,1;"Rojo";6;4,92
"1474";"Tinto";3,38;0,54;11;"Rojo";5;3,21
"1475";"Tinto";3,16;0,75;8,8;"Azulado";5;2,25
"1477";"Tinto";3,16;0,75;8,8;"Azulado";5;2,28
"1479";"Tinto";3,4;0,52;10,2;"Granate";3;3,34
"1480";"Tinto";3,39;0,68;10,6;"Granate";5;5,11
"1481";"Tinto";3,66;0,62;10,1;"Granate";4;2,08
"1482";"Tinto";3,39;0,68;10,6;"Granate";5;4,73
"1483";"Tinto";3,33;0,57;10,3;"Granate";4;3,31
"1484";"Tinto";3,35;0,61;10,7;"Granate";5;3,66
"1485";"Tinto";3,53;0,64;10,9;"Granate";4;3,34
"1486";"Tinto";3,37;0,55;9,7;"Azulado";5;3,09
"1487";"Tinto";3,38;0,6;10,3;"Granate";5;4,38
"1488";"Tinto";3,52;0,78;10,6;"Granate";5;4,47
"1489";"Tinto";3,72;0,58;11,4;"Rojo";5;3,66
"1490";"Tinto";3,44;0,76;10,8;"Granate";6;4,74
"1492";"Tinto";3,72;0,58;11,4;"Rojo";5;5,5
"1493";"Tinto";3,57;0,54;11,95;"Rojo";5;3,27
"1494";"Tinto";3,26;0,59;9,7;"Azulado";5;2,23
"1495";"Tinto";3,42;0,7;10;"Granate";7;4,13
"1496";"Tinto";3,35;0,81;10,6;"Granate";6;4,27
"1497";"Tinto";3,26;0,59;9,7;"Azulado";5;2,72
"1498";"Tinto";3,45;0,63;11,5;"Rojo";6;5,41
"1499";"Tinto";3,53;0,58;10,8;"Granate";6;5,06
"1500";"Tinto";3,45;0,63;11,5;"Rojo";6;5,87
"1501";"Tinto";3,26;0,53;9,6;"Azulado";5;2,58
"1502";"Tinto";3,16;0,53;9,4;"Azulado";5;2,41
"1503";"Tinto";3,31;0,54;9,8;"Azulado";5;3,5
"1504";"Tinto";3,51;0,69;11;"Rojo";6;5,75
"1505";"Tinto";3,36;0,55;11,4;"Rojo";6;4,47
"1506";"Tinto";3,55;0,63;9,95;"Azulado";3;3,29
"1507";"Tinto";3,51;0,66;10,8;"Granate";6;5,53
"1508";"Tinto";3,36;0,55;11,4;"Rojo";6;5,72
"1509";"Tinto";3,38;0,72;10,6;"Granate";6;3,39
"1510";"Tinto";3,28;0,7;11,1;"Rojo";5;5,22
"1511";"Tinto";3,47;0,77;9,7;"Azulado";6;4,13
"1512";"Tinto";3,44;0,67;9,8;"Azulado";5;3,43
"1513";"Tinto";3,53;0,65;10,4;"Granate";6;4,87
"1514";"Tinto";3,33;0,6;10,5;"Granate";6;5,37
"1515";"Tinto";3,53;0,72;9,233333333;"Azulado";6;4,09
"1516";"Tinto";3,53;0,72;9,25;"Azulado";6;5,49
"1517";"Tinto";3,42;0,97;10,6;"Granate";5;4,08
"1518";"Tinto";3,38;0,83;10,3;"Granate";6;5,32
"1519";"Tinto";3,32;0,63;10,5;"Granate";5;4,72
"1520";"Tinto";3,44;0,58;10,2;"Granate";5;3,31
"1521";"Tinto";3,38;0,83;10,3;"Granate";6;4,93
"1522";"Tinto";3,39;0,43;9,05;"Azulado";4;2,79
"1523";"Tinto";3,42;0,97;10,6;"Granate";5;4,82
"1524";"Tinto";3,34;0,6;10,4;"Granate";5;3,45
"1525";"Tinto";3,39;0,78;10;"Granate";6;4,75
"1526";"Tinto";3,33;0,64;9,7;"Azulado";5;2,12
"1527";"Tinto";3,3;0,65;9,6;"Azulado";6;4,55
"1528";"Tinto";3,29;0,66;10,8;"Granate";6;5,91
"1529";"Tinto";3,31;0,67;10,1;"Granate";6;4,98
"1530";"Tinto";3,42;0,6;10,2;"Granate";6;4,62
"1531";"Tinto";3,42;0,69;11,3;"Rojo";6;4,21
"1532";"Tinto";3,6;0,66;10,2;"Granate";5;3,4
"1533";"Tinto";3,21;0,68;9,9;"Azulado";6;3,75
"1534";"Tinto";3,39;0,61;9;"Azulado";5;2,84
"1535";"Tinto";3,42;0,62;11,7;"Rojo";7;5,63
"1536";"Tinto";3,36;0,59;9,7;"Azulado";6;3,58
"1537";"Tinto";3,6;0,68;10,3;"Granate";6;5,47
"1538";"Tinto";3,5;0,64;10,2;"Granate";6;3,48
"1540";"Tinto";3,46;0,78;9,9;"Azulado";5;3,39
"1541";"Tinto";3,56;0,63;11,6;"Rojo";6;4,7
"1542";"Tinto";3,4;0,76;10,9;"Granate";7;5,63
"1543";"Tinto";3,3;0,56;10,75;"Granate";6;4,61
"1544";"Tinto";3,25;0,57;10,4;"Granate";6;3,01
"1545";"Tinto";3,17;0,81;11,2;"Rojo";7;4,64
"1546";"Tinto";3,36;0,64;10,1;"Granate";6;4,83
"1547";"Tinto";3,36;0,61;10,2;"Granate";5;4,88
"1549";"Tinto";3,1;0,58;10,4;"Granate";5;3,08
"1550";"Tinto";3,24;0,7;11,4;"Rojo";8;6,37
"1551";"Tinto";3,45;0,53;9,5;"Azulado";5;2,86
"1552";"Tinto";3,44;0,54;9,4;"Azulado";5;3,31
"1553";"Tinto";3,51;0,66;11,3;"Rojo";6;4,26
"1554";"Tinto";3,41;0,6;9,4;"Azulado";5;2,6
"1555";"Tinto";3,54;0,6;11;"Rojo";6;4,32
"1556";"Tinto";3,44;0,68;10,55;"Granate";7;5,18
"1557";"Tinto";3,53;0,56;9,9;"Azulado";5;3,15
"1558";"Tinto";3,54;0,6;11;"Rojo";6;5,69
"1559";"Tinto";3,22;0,56;9,5;"Azulado";5;3,48
"1560";"Tinto";3,21;0,52;9,9;"Azulado";5;2,08
"1561";"Tinto";3,21;0,52;9,9;"Azulado";5;2,43
"1562";"Tinto";3,21;0,52;9,9;"Azulado";5;2,06
"1563";"Tinto";3,29;0,54;10,1;"Granate";5;3,73
"1564";"Tinto";3,29;0,54;10,1;"Granate";5;4,34
"1565";"Tinto";3,29;0,54;10,1;"Granate";5;3,33
"1566";"Tinto";3,39;0,82;10,9;"Granate";6;4,15
"1567";"Tinto";3,34;0,71;11,2;"Rojo";6;4,9
"1568";"Tinto";3,29;0,54;10,1;"Granate";5;3,22
"1569";"Tinto";3,34;0,59;9,2;"Azulado";5;2,16
"1570";"Tinto";3,48;0,57;11,5;"Rojo";6;5,5
"1572";"Tinto";3,44;0,65;11,1;"Rojo";6;5,94
"1573";"Tinto";3,33;0,51;9,5;"Azulado";5;3,02
"1575";"Tinto";3,39;0,48;10,5;"Granate";6;4,21
"1576";"Tinto";3,26;0,64;11,8;"Rojo";6;5,02
"1577";"Tinto";3,3;0,78;10,8;"Granate";6;5,68
"1578";"Tinto";3,54;0,6;11,9;"Rojo";6;5,52
"1579";"Tinto";3,42;0,67;11,3;"Rojo";6;4,85
"1580";"Tinto";3,54;0,6;11,3;"Rojo";5;3,57
"1581";"Tinto";3,36;0,6;11,9;"Rojo";6;5,76
"1582";"Tinto";3,54;0,6;11,3;"Rojo";5;5,48
"1583";"Tinto";3,57;0,5;11,9;"Rojo";5;4,98
"1584";"Tinto";3,33;0,62;9,8;"Azulado";5;3,37
"1585";"Tinto";3,29;0,8;11,6;"Rojo";7;5,24
"1586";"Tinto";3,3;0,84;11,5;"Rojo";6;4,56
"1587";"Tinto";3,34;0,85;11,4;"Rojo";6;5,69
"1588";"Tinto";3,55;0,66;10,9;"Granate";6;5,12
"1590";"Tinto";3,29;0,54;9,2;"Azulado";5;3,49
"1591";"Tinto";3,32;0,82;11,6;"Rojo";6;5,19
"1592";"Tinto";3,67;0,56;11,6;"Rojo";6;5,13
"1593";"Tinto";3,42;0,75;11;"Rojo";6;4,9
"1594";"Tinto";3,42;0,82;9,5;"Azulado";6;3,91
"1595";"Tinto";3,45;0,58;10,5;"Granate";5;4,78
"1596";"Tinto";3,52;0,76;11,2;"Rojo";6;4,61
"1597";"Tinto";3,42;0,75;11;"Rojo";6;4,14
"1598";"Tinto";3,57;0,71;10,2;"Granate";5;3,67
"1599";"Tinto";3,39;0,66;11;"Rojo";6;5,89
"1601";"Blanco";3,3;0,49;9,5;"Verdoso";6;5,42
"1602";"Blanco";3,26;0,44;10,1;"Dorado";6;3,28
"1603";"Blanco";3,19;0,4;9,9;"Verdoso";6;4,74
"1604";"Blanco";3,19;0,4;9,9;"Verdoso";6;5,11
"1605";"Blanco";3,26;0,44;10,1;"Dorado";6;4,57
"1606";"Blanco";3,18;0,47;9,6;"Verdoso";6;4,63
"1608";"Blanco";3,3;0,49;9,5;"Verdoso";6;3,87
"1610";"Blanco";2,99;0,56;12;"Ocre";5;3,84
"1611";"Blanco";3,14;0,53;9,7;"Verdoso";5;2,57
"1612";"Blanco";3,18;0,63;10,8;"Dorado";5;4,14
"1613";"Blanco";3,54;0,52;12,4;"Ocre";7;6,57
"1614";"Blanco";2,98;0,67;9,7;"Verdoso";5;2,87
"1616";"Blanco";3,24;0,36;9,6;"Verdoso";6;4,27
"1617";"Blanco";3,33;0,39;12,8;"Ocre";8;5,79
"1619";"Blanco";3,22;0,5;9,5;"Verdoso";5;2,4
"1620";"Blanco";3,33;0,39;12,8;"Ocre";8;6,68
"1622";"Blanco";3,47;0,48;10,5;"Dorado";8;5,66
"1623";"Blanco";3,05;0,51;9,3;"Verdoso";5;2,7
"1624";"Blanco";3,42;0,47;10;"Dorado";6;4,32
"1625";"Blanco";3,25;0,5;10,4;"Dorado";6;4,97
"1626";"Blanco";3,45;0,44;10;"Dorado";6;4,21
"1627";"Blanco";3,38;0,53;10,5;"Dorado";6;4,26
"1629";"Blanco";3,1;0,71;12,3;"Ocre";7;5,59
"1630";"Blanco";3,2;0,53;10;"Dorado";6;5,18
"1631";"Blanco";3,47;0,4;10,2;"Dorado";6;5,17
"1632";"Blanco";3,19;0,44;10,8;"Dorado";6;5,28
"1633";"Blanco";3,42;0,51;9;"Verdoso";6;3,48
"1634";"Blanco";3,37;0,37;10,2;"Dorado";5;3,92
"1635";"Blanco";3,19;0,42;12,8;"Ocre";5;4,29
"1636";"Blanco";3,24;0,35;10;"Dorado";5;3,87
"1640";"Blanco";3,11;0,36;9,4;"Verdoso";6;3,17
"1641";"Blanco";3,1;0,34;9,4;"Verdoso";6;4,99
"1642";"Blanco";3,13;0,46;9,8;"Verdoso";6;5,07
"1643";"Blanco";3,22;0,56;9,5;"Verdoso";6;3,2
"1644";"Blanco";3,24;0,56;9,5;"Verdoso";6;3,59
"1645";"Blanco";3,16;0,53;10;"Dorado";7;5,01
"1646";"Blanco";3,27;0,52;9,8;"Verdoso";4;2,37
"1647";"Blanco";3,25;0,52;9,8;"Verdoso";5;2,28
"1648";"Blanco";3,13;0,46;9,8;"Verdoso";6;3,4
"1649";"Blanco";3,36;0,48;9,8;"Verdoso";5;2,26
"1652";"Blanco";3,32;0,46;10,9;"Dorado";7;4,32
"1653";"Blanco";3,31;0,35;10,9;"Dorado";6;4,95
"1654";"Blanco";3,05;0,38;9,1;"Verdoso";6;4,98
"1656";"Blanco";3,09;0,5;9,6;"Verdoso";6;4,14
"1658";"Blanco";3,11;0,38;10,2;"Dorado";6;5,16
"1659";"Blanco";3,36;0,34;9,9;"Verdoso";6;3,95
"1662";"Blanco";3,02;0,34;10,5;"Dorado";5;3,6
"1663";"Blanco";3,11;0,38;10,2;"Dorado";6;5,17
"1664";"Blanco";3,15;0,46;10,3;"Dorado";6;4,28
"1665";"Blanco";3,22;0,54;9,1;"Verdoso";5;3,27
"1666";"Blanco";3,22;0,49;12,6;"Ocre";7;6,77
"1667";"Blanco";3,14;0,42;9,8;"Verdoso";5;2,21
"1668";"Blanco";3,33;0,64;10,7;"Dorado";8;5,25
"1669";"Blanco";3,13;0,35;9,5;"Verdoso";5;3,37
"1670";"Blanco";3,1;0,51;9;"Verdoso";6;3,89
"1671";"Blanco";3,32;0,6;9,5;"Verdoso";5;3,01
"1672";"Blanco";3,69;0,71;10;"Dorado";5;4,01
"1673";"Blanco";2,95;0,49;9,1;"Verdoso";6;4,45
"1674";"Blanco";3,33;0,64;10,7;"Dorado";8;5,9
"1675";"Blanco";3,13;0,35;9,5;"Verdoso";5;3,29
"1676";"Blanco";3,26;0,37;12,7;"Ocre";7;5,08
"1677";"Blanco";3,31;0,65;12;"Ocre";7;6,3
"1678";"Blanco";2,94;0,56;9,3;"Verdoso";5;2,19
"1679";"Blanco";3,27;0,37;9;"Verdoso";5;2,62
"1680";"Blanco";3,39;0,77;10,6;"Dorado";6;4,08
"1681";"Blanco";3,21;0,6;9,2;"Verdoso";6;3,09
"1682";"Blanco";3,17;0,42;10;"Dorado";5;4,09
"1683";"Blanco";3,33;0,46;9,5;"Verdoso";6;4,26
"1687";"Blanco";3,22;0,48;9,7;"Verdoso";6;3,35
"1691";"Blanco";3,12;0,47;9;"Verdoso";5;2,1
"1692";"Blanco";3,26;0,4;12,6;"Ocre";7;5,03
"1693";"Blanco";3,25;0,41;12,6;"Ocre";7;5,33
"1695";"Blanco";3,04;0,42;9,2;"Verdoso";6;4,29
"1698";"Blanco";2,89;0,3;10,1;"Dorado";4;2,13
"1700";"Blanco";3;0,44;9,1;"Verdoso";5;2,71
"1701";"Blanco";3,4;0,41;9,4;"Verdoso";5;3,19
"1702";"Blanco";3,34;0,39;9,4;"Verdoso";5;2,91
"1703";"Blanco";2,99;0,46;9;"Verdoso";5;2,71
"1704";"Blanco";3;0,44;9,1;"Verdoso";5;2,59
"1705";"Blanco";3,2;0,35;9,2;"Verdoso";6;4,76
"1706";"Blanco";3,4;0,41;9,4;"Verdoso";5;2,58
"1707";"Blanco";3,16;0,59;9,1;"Verdoso";6;4,56
"1708";"Blanco";3,16;0,59;9,1;"Verdoso";6;3,79
"1709";"Blanco";3,27;0,6;10,3;"Dorado";5;4,59
"1712";"Blanco";3,01;0,47;9,2;"Verdoso";5;3
"1713";"Blanco";3,22;0,51;9,1;"Verdoso";5;3,28
"1714";"Blanco";3,22;0,51;9,1;"Verdoso";5;2,86
"1715";"Blanco";3,63;0,4;9,7;"Verdoso";4;2,4
"1718";"Blanco";3,01;0,47;9,2;"Verdoso";5;2,77
"1719";"Blanco";3,04;0,5;9,2;"Verdoso";5;2,3
"1720";"Blanco";3,22;0,51;10,2;"Dorado";5;3,55
"1722";"Blanco";3,29;0,34;9,7;"Verdoso";5;3,36
"1723";"Blanco";3,29;0,36;9,1;"Verdoso";6;4,65
"1724";"Blanco";3,21;0,36;9,8;"Verdoso";6;5,45
"1726";"Blanco";3,14;0,42;10,5;"Dorado";5;4,88
"1727";"Blanco";3,45;0,54;9,7;"Verdoso";7;4,27
"1728";"Blanco";3,3;0,57;10,9;"Dorado";7;4,27
"1729";"Blanco";3,31;0,57;10,9;"Dorado";6;5,47
"1730";"Blanco";3,39;0,37;10,6;"Dorado";5;4,43
"1731";"Blanco";3,45;0,54;9,7;"Verdoso";7;4,69
"1732";"Blanco";3,23;0,57;9;"Verdoso";5;2,87
"1733";"Blanco";3,24;0,51;9,2;"Verdoso";5;2,08
"1735";"Blanco";3,26;0,56;9,6;"Verdoso";5;2,65
"1736";"Blanco";3,12;0,38;10,7;"Dorado";6;4,24
"1738";"Blanco";3,15;0,54;10,8;"Dorado";7;4,25
"1740";"Blanco";3,3;0,43;10,2;"Dorado";5;3,99
"1742";"Blanco";3,21;0,54;10,8;"Dorado";6;4,05
"1743";"Blanco";3,18;0,53;9,7;"Verdoso";6;5,01
"1745";"Blanco";3;0,39;10,9;"Dorado";6;5,55
"1746";"Blanco";3,28;0,37;10,1;"Dorado";6;3,7
"1747";"Blanco";3,38;0,36;9;"Verdoso";4;2,07
"1748";"Blanco";3,38;0,58;12;"Ocre";7;5,14
"1749";"Blanco";2,99;0,38;9,4;"Verdoso";6;4,01
"1751";"Blanco";3,14;0,43;9,9;"Verdoso";6;3,38
"1752";"Blanco";2,99;0,38;9,4;"Verdoso";6;3,45
"1753";"Blanco";3,14;0,45;10,4;"Dorado";5;5,25
"1754";"Blanco";3,06;0,84;9,7;"Verdoso";6;3,25
"1757";"Blanco";3,29;0,42;12,4;"Ocre";7;5,51
"1758";"Blanco";3,36;0,33;12,1;"Ocre";8;6,84
"1759";"Blanco";3,36;0,33;12,1;"Ocre";8;6,29
"1760";"Blanco";3,29;0,42;12,4;"Ocre";7;6,59
"1761";"Blanco";2,98;0,4;9,1;"Verdoso";5;3,3
"1762";"Blanco";3,28;0,39;10,6;"Dorado";5;4,04
"1764";"Blanco";3,15;0,5;9,5;"Verdoso";5;2,87
"1765";"Blanco";3,16;0,49;9,8;"Verdoso";5;2,74
"1766";"Blanco";3,14;0,59;9,6;"Verdoso";6;4,35
"1767";"Blanco";3,08;0,44;12,6;"Ocre";7;5,65
"1768";"Blanco";3,08;0,54;9,3;"Verdoso";5;2,05
"1769";"Blanco";2,87;0,29;10;"Dorado";5;5,19
"1770";"Blanco";3,12;0,54;12,7;"Ocre";6;5,88
"1774";"Blanco";3,09;0,64;10,2;"Dorado";5;3,94
"1776";"Blanco";3,03;0,41;12,6;"Ocre";4;4,96
"1777";"Blanco";3,28;0,39;9,4;"Verdoso";5;2,94
"1779";"Blanco";3,19;0,68;9,2;"Verdoso";6;3,02
"1780";"Blanco";3,19;0,66;9,3;"Verdoso";6;3,29
"1781";"Blanco";3,09;0,43;9,2;"Verdoso";5;2,26
"1783";"Blanco";3,18;0,58;9,6;"Verdoso";6;5,12
"1784";"Blanco";3,02;0,63;9,3;"Verdoso";5;3,13
"1785";"Blanco";3,02;0,63;9,3;"Verdoso";5;3,13
"1786";"Blanco";3,12;0,61;9,9;"Verdoso";6;5,46
"1788";"Blanco";3,26;0,57;12,7;"Ocre";8;6,56
"1793";"Blanco";3,36;0,42;9,6;"Verdoso";5;2,12
"1794";"Blanco";3,02;0,41;9,1;"Verdoso";5;2,17
"1795";"Blanco";3,02;0,39;9,1;"Verdoso";6;5,37
"1796";"Blanco";3,01;0,38;9,1;"Verdoso";5;2,94
"1800";"Blanco";3,15;0,5;9,3;"Verdoso";5;3,29
"1802";"Blanco";3,2;0,5;9,6;"Verdoso";5;3,34
"1803";"Blanco";3,33;0,53;12;"Ocre";6;4,71
"1804";"Blanco";3,28;0,5;10,2;"Dorado";4;3,34
"1806";"Blanco";3,21;0,34;9,2;"Verdoso";5;3,05
"1807";"Blanco";2,99;0,51;9,9;"Verdoso";4;2,04
"1808";"Blanco";3,32;0,74;10,2;"Dorado";5;3,23
"1809";"Blanco";3,22;0,77;9,5;"Verdoso";6;4,92
"1810";"Blanco";3,31;0,34;10,5;"Dorado";5;3,74
"1812";"Blanco";3,21;0,34;9,2;"Verdoso";5;2,63
"1813";"Blanco";3,44;0,37;9,7;"Verdoso";6;5,01
"1815";"Blanco";3,31;0,38;9,4;"Verdoso";5;2,45
"1817";"Blanco";3,31;0,38;9,4;"Verdoso";5;2,72
"1818";"Blanco";3,31;0,44;9,4;"Verdoso";5;2,06
"1821";"Blanco";3;0,55;9,1;"Verdoso";6;4,88
"1823";"Blanco";3,42;0,39;9,1;"Verdoso";6;4,05
"1824";"Blanco";3,39;0,54;10,4;"Dorado";6;3,57
"1826";"Blanco";3,5;0,5;9,7;"Verdoso";6;3,96
"1827";"Blanco";3,17;0,52;9,1;"Verdoso";6;3,43
"1828";"Blanco";3,5;0,5;9,7;"Verdoso";6;4,86
"1831";"Blanco";3,34;0,51;9,6;"Verdoso";6;4,81
"1832";"Blanco";3,31;0,51;9,5;"Verdoso";6;4,59
"1833";"Blanco";3,09;0,44;9;"Verdoso";6;3,24
"1834";"Blanco";3,09;0,44;9;"Verdoso";6;5,35
"1835";"Blanco";3,09;0,44;9;"Verdoso";6;3,31
"1836";"Blanco";3,09;0,44;9;"Verdoso";6;4,41
"1837";"Blanco";3,27;0,5;9,6;"Verdoso";6;3,92
"1839";"Blanco";3,48;0,64;9,6;"Verdoso";6;3
"1841";"Blanco";3,13;0,5;10,4;"Dorado";5;5,1
"1843";"Blanco";3,3;0,58;9,7;"Verdoso";6;5,38
"1846";"Blanco";3,16;0,61;12,6;"Ocre";7;6,63
"1847";"Blanco";3,25;0,36;10,9;"Dorado";7;4,87
"1848";"Blanco";3,25;0,37;10,9;"Dorado";7;5,36
"1849";"Blanco";3,38;0,45;10;"Dorado";5;3,33
"1850";"Blanco";3,72;0,7;10;"Dorado";4;2,01
"1851";"Blanco";3,02;0,5;9,8;"Verdoso";3;2,03
"1854";"Blanco";3,21;0,52;9,3;"Verdoso";6;5,41
"1855";"Blanco";3,32;0,58;9,6;"Verdoso";8;4,86
"1860";"Blanco";3,32;0,42;10,2;"Dorado";6;4,67
"1862";"Blanco";3,17;0,33;10,2;"Dorado";5;4,54
"1863";"Blanco";3,08;0,59;9,6;"Verdoso";6;4,78
"1864";"Blanco";3,1;0,48;10,6;"Dorado";6;3,27
"1866";"Blanco";3,25;0,51;9,2;"Verdoso";6;4,44
"1867";"Blanco";3,34;0,57;9,7;"Verdoso";5;2,84
"1868";"Blanco";3,34;0,57;9,7;"Verdoso";6;4,61
"1869";"Blanco";3,34;0,57;9,7;"Verdoso";6;3,15
"1870";"Blanco";3,25;0,51;9,2;"Verdoso";6;4,15
"1871";"Blanco";3,33;0,58;9,7;"Verdoso";5;2,02
"1872";"Blanco";3,29;0,38;9,3;"Verdoso";5;2,1
"1873";"Blanco";3,24;0,38;9;"Verdoso";5;2,11
"1874";"Blanco";3,05;0,61;9,5;"Verdoso";5;2,68
"1875";"Blanco";3,14;0,57;9,8;"Verdoso";6;4,38
"1876";"Blanco";3,14;0,58;9,8;"Verdoso";6;3,41
"1877";"Blanco";2,89;0,5;10,6;"Dorado";5;4,67
"1878";"Blanco";3,05;0,47;10,6;"Dorado";4;2,72
"1879";"Blanco";3,26;0,68;12,4;"Ocre";7;5,24
"1880";"Blanco";3,19;0,38;12,6;"Ocre";8;5,85
"1881";"Blanco";3,3;0,6;12,3;"Ocre";8;5,81
"1882";"Blanco";3,08;0,65;10,5;"Dorado";4;2,53
"1883";"Blanco";3,19;0,49;9,3;"Verdoso";5;3,18
"1886";"Blanco";3,22;0,51;9,7;"Verdoso";6;3,55
"1887";"Blanco";2,98;0,48;9;"Verdoso";7;5,27
"1888";"Blanco";2,98;0,48;9;"Verdoso";7;4,98
"1889";"Blanco";2,98;0,48;9;"Verdoso";7;3,57
"1890";"Blanco";2,98;0,48;9;"Verdoso";7;4,05
"1891";"Blanco";3,52;0,46;10,5;"Dorado";6;4,17
"1892";"Blanco";2,96;0,44;9,1;"Verdoso";5;2,49
"1893";"Blanco";3,44;0,64;9,8;"Verdoso";7;4,6
"1895";"Blanco";3,37;0,54;9,4;"Verdoso";6;5,22
